标题,标题1,作者,内容
第五版 基层党建,师徒帮带 党建强村,,"师徒帮带
建立“1+3”师徒帮带制度，点对点、手把手帮助成长
季度巡诊
实行季度巡诊制度，25名市级治村导师分5组到难点村、问题村把脉问诊、开方抓药
区域化党建+治村导师
以治村导师所在村为中心，周边5-10个村为区域，推行“区域化党建+治村导师”模式
本报金华讯 （通讯员 金组宣）近日，浙江金华市从省“千名好支书”和市县优秀村党组织书记中择优选聘25名市级治村导师和266名县级治村导师，市县两级联动成立治村导师联盟，通过巡回宣讲、书记论坛、结对帮带、集中巡诊等形式，进一步加强农村“领头雁”队伍建设，为加快乡村振兴和全域提升农村党建提供坚实支撑。
该市以治村导师为中心，带动培养一批能带富、善治理的农村基层组织带头人。定期组织党建沙龙、书记论坛以及村党组织书记培训班等，由治村导师分享基层工作经验和服务群众感悟，搭建与其他村党组织书记之间互动交流的平台。建立市县两级治村导师联盟的良性互动机制，市级治村导师承担所在县（市、区）子联盟其他成员的培训、联络、协调、组织等工作。建立“1+3”师徒帮带制度，每名治村导师结对1名后进村党组织书记、1名经济薄弱村党组织书记、1名换届后新当选的年轻党组织书记，每季度“徒弟”要到“师傅”所在村跟班学习1周，“师傅”要到“徒弟”所在村现场指导1次，点对点、手把手帮助成长。为进一步激发治村导师的工作积极性，授予每名治村导师人才金卡，并享受定期健康体检和高校学习培训、受邀参加党内重要会议和活动、优先推荐各类先进、参加学历教育等五项政治经济待遇。
通过治村导师联盟，该市搭建难题共商、资源共享、融合发展的平台，为现代化和美乡村建设增添动力。突出治村导师角色定位，组织治村导师组团赴各地集中宣讲，帮助农村党员更好地学习贯彻习近平新时代中国特色社会主义思想和党的十九大精神，准确领会和把握上级党委有关决策部署。每名导师包干1个经济薄弱村，按照“授之以鱼不如授之以渔”的理念，“量体裁衣”献计献策，帮助制定发展举措，提升造血能力。推行季度巡诊制度，每季度定期组织治村导师参加“村情难题会诊”活动，25名市级治村导师分5组到难点村、问题村把脉问诊、开方抓药。对信访矛盾较为集中的村，治村导师组团参加接访，通过与信访群众面对面沟通交流，释疑解惑，帮助化解信访积案。
此外，金华市进一步发挥典型的示范引领作用，不断放大辐射带动效应，努力变“零星盆景”为“全域风景”。围绕高标准，要求每个治村导师所在村至少形成一项独具特色的工作品牌或工作法，带头将所在村打造成党建工作精品村、乡村振兴样板村，切实发挥示范带动作用。目前，25个市级治村导师和71个县级治村导师所在村已建成“一村一品牌”的党建强村、和美乡村示范村。全域推行“区域化党建+治村导师”模式，以治村导师所在村为中心，周边5-10个村为区域，由治村导师担任所在区域的党委书记，充分发挥治村导师在周边区域的辐射引领作用，形成强村带弱村、抱团发展的党建联盟，争取3年左右时间，区域所辖基层党组织全部达到四星级及以上水平。"
第五版 基层党建,图片报道,,"
近年来，新疆呼图壁县先后成立130多支爱心志愿服务队，在线注册党员及志愿者达23000余人。图为近日，党员志愿者在社区爱心超市整理捐助物资。  陶维明 摄影报道"
第五版 基层党建,江苏东台开讲“新思想田头课”,,"本报东台讯 （通讯员 张华龙）近年来，江苏东台市结合基层实际、采取鲜活方式，组织党员干部深入田间地头宣讲习近平新时代中国特色社会主义思想，进一步推动新思想新理论在农村基层落地生根、开花结果。
该市以镇（区）为单位，打造“新思想田头课讲师团”，按照“理论基础扎实、口头表达清楚、村民熟悉喜爱、个人事迹突出”标准，选择老党员、村“两委”成员、大学生村官等作为讲师团成员。开展新思想知多少调研活动，登门入户了解基层党员群众的知识短板、学习需求。依据调研结果及各村（居）实际，精准设置课程，突出故事化、口语化，确保群众愿意听、听得懂。各镇（区）不定期组织“讲师团”深入村（居）巡讲，每月1-2个村，每年每村授课1-2次。"
第五版 基层党建,图片报道,,"
近年来，湖南江华瑶族自治县采用“支部+公司+合作社+基地+贫困户”的产业发展模式，引导贫困群众大规模种植茶叶，脱贫致富。图为近日，瑶族采茶姑娘在茶园采摘第一批春茶。 
 赵明 黎实 王小娟 摄影报道"
第五版 基层党建,一把尺子量到底,,"本报锦州讯 （通讯员 张寿青）为摸清全市党支部建设现状，督促指导各地区各部门各单位高标准、高质量学习贯彻《中国共产党支部工作条例（试行）》，辽宁锦州市从2月中旬开始，利用1个月时间，在全市扎实开展党支部建设大检查工作。
该市专门制定方案，明确学习《条例》、组织设置、承担任务、工作运行、组织生活、班子建设、发展党员和党员教育管理、“两代表一委员”工作室、领导保障9项43条共性检查内容；根据不同领域党支部建设特点，细化农村、街道社区、机关、事业单位、国有企业、两新组织、中小学校、公立医院等8个领域党支部建设个性检查内容。重点看各党支部学习贯彻《条例》、推进市委基层党组织规范化建设“1+8”实施意见和严格党的组织生活“1+8”实施办法落实情况，看党组织、党员作用是否得到充分发挥。
大检查采取基层互检与市委组织部抽检相结合的方式，确保大检查实现全市6700余个党支部全覆盖。各县（市、区）由分管组织工作的副部长带队，从县（市、区）委组织部、市级选派的驻乡镇（街道）党工委副书记、村第一书记、基层党建工作指导站工作人员中抽调讲政治、懂业务、作风好的年轻干部组成互检小组。各检查组采取听取汇报、查阅资料、座谈交流、个别访谈、现场提问、实地调研等方式，深入了解党支部建设现状、存在问题。在各检查组全面检查的基础上，市委组织部采取事先不打招呼、不预设路线的方式进行暗访，确保把党支部建设情况搞清楚、弄扎实。
各检查组坚持在每个村、社区等领域党支部工作半天时间，检查后当场列出问题清单，明确整改方向。市委组织部把抽检情况纳入2019年度党建实绩考核重要内容，对学习贯彻落实《条例》认识不足、工作落实不到位、问题整改敷衍塞责的，进行督促整改，问题严重的追究有关人员责任。"
第五版 基层党建,云南会泽县级备案规范村干部管理,,"本报会泽讯 （通讯员 代普吉）近日，云南会泽县制定了村（社区）干部县级备案管理办法（试行），对村干部任职及届内调整县级报批备案管理作出规定，有效破解村（社区）干部任职程序不规范不及时、管理不到位、任职履职情况掌握不全等问题。
该县将378名村（社区）党组织书记，1200余名村（居）委会主任、副书记（副主任）、村（居）监委会主任，全部纳入县级备案管理，备案内容作为认定村（社区）党组织书记任职经历和履职情况的重要依据。对村党组织书记实行任前报批备案，对其他村干部实行县级备案管理制度。按照乡（镇、街道）党（工）委提出初步人选—征求纪检、公安、计生等部门意见—报批备案—组织公示、选举或任命等程序，逐级审核把关任职资格和履职条件。对未经报批、备案的村（社区）干部，任职时间不予认定。对瞒报、少报、漏报的严肃处理。"
第五版 基层党建,甘肃酒泉：互查互学互鉴强支部,,"本报酒泉讯 （通讯员 马东文）近年来，甘肃酒泉市在全市范围内定期开展以“相互查找突出问题、相互学习先进经验、相互引以为鉴”为主要内容的“互查互学互鉴”活动，强力推进党支部标准化建设工作落地见效。
该市围绕党支部日常工作中涉及的政治建设、组织建设、组织生活、党员队伍建设、考核评价等基础性工作，从市直部门和县直部门单位选派一批懂党建、有经验的党务干部组成11个“互查互学互鉴”组，通过“查、看、问、访、谈”等五种方式，先后对全市各基层党支部进行全面“体检”。
针对查找出的各类问题，该市汇总梳理形成个性问题清单，按照“一支部、一清单”的方式全部定向反馈，督促限时整改。针对各县（市、区）和市属党（工）委存在的共性问题，汇总梳理形成共性清单，督促其拿出整改方案，统一整改解决。针对基层党组织执行制度不严格、任务落实不到位、履行程序不规范等问题，“一对一”研究提出整顿规范清单，督促其整改落实、逐步规范。针对基层党建工作中形成的特色亮点做法，汇总梳理形成亮点清单，推广全市学习借鉴。
该市注重督学工作方法，各组坚持每到一个乡镇、社区或机关单位，对检查发现的问题，逐一进行现场解答和指导纠偏。注重促学严实作风，建立“互查”工作考核机制，对于被检查单位存在的突出问题，若因“互查互学互鉴”工作组作风不实、检查不细等原因，将取消“互查互学互鉴”组成员年度评优资格。"
第五版 基层党建,山西大宁党建引领壮大村集体经济,,"本报大宁讯 （通讯员 刘立）近年来，山西大宁县通过强化党建引领，不断发展壮大村集体经济，切实提升了农村党组织的凝聚力吸引力。
该县加强党对农村合作社的领导，符合条件的全部设立党组织，充分发挥党员模范带头作用；把好合作社员的入口关，既看能力素质又看道德品行。全县集体经济收入5万元以上的村70个，占83.4%，7个试点村通过党建引领、深化改革，村集体经济平均增收24余万元。开展帮扶单位送慰问、专家送技术、干部送政策活动，及时帮助贫困户解难题、闯难关，保证坚定不移跟党走的思想自觉和行动自觉。在全县医疗卫生、教育、扶贫各领域基层党支部开展“党旗红”品牌创建，全年累计开展入村服务214次。"
第五版 基层党建,河北河间“两调一议”化解纠纷,,"本报河间讯 （通讯员 杨盼盼）为从根本上化解村里的家庭矛盾、邻里纠纷，营造和谐的村庄氛围，近年来，河北河间市诗经村乡二十里铺村制定了“两调一议”矛盾纠纷调解机制，并在全市615个村推广。
“两调”即遇有矛盾纠纷时，首先由村民调解小组进行调解，调解不成再由人民调解委员会和村“两委”干部进行调解；“一议”是指如果经过“两调”纠纷事实清楚、协议意向公正公道，但是矛盾的一方提出无理要求，拒绝接受协议时，在征求当事人意见后，由村“两委”会组织村民代表、红白理事会代表等对矛盾纠纷进行讨论和民主评议，对调处意见进行无记名投票表决，并将表决结果通知当事人，要求当事人按照民主评议表决结果执行，最终达到化解矛盾纠纷的目的。"
第五版 基层党建,党建述评 拿实绩说话,,"亮成绩言简意赅，摆问题直面痛点，谈措施精准有力。今年初，在广西柳州市一年一度的“党建大考”中，各县区（开发区）、市直有关单位书记向市委递交“党建答卷”，18位述职对象就履行抓基层党建责任先后述职，并接受点评和评议。一份份党建成绩单，让述职者“出汗”、评议者“过瘾”。
高标准谋划推进
党建大考是对市县乡党委书记抓党建的一次集中检阅。市委组织部量身定制“考试大纲”，在中央、自治区规定的5项重点述职内容基础上，增加了抓党建促脱贫攻坚、干部监督管理等内容，既要求“规定动作”规范到位，又体现自身特色，为基层单位提供“样本”。为防止偏离主题、走神散光，严格要求述职内容讲成绩部分不超过40%，存在问题及原因分析不少于20%，确保把抓党建工作的成效与问题述真述实。
会前，市委组织部组织6个督导调研组，深入18个述职单位所辖党组织，对基层党建工作台账进行随机抽查，通过召开座谈会、个别谈话等方式，全面了解一线实情。
为防止基层抓党建工作平时松紧不一、年底突击应对的现象，市委组织部将日常考核纳入调查核实重要内容，核查内容细化为4个层级、16个类别、42项指标。各述职单位的“党建成绩”由日常考核、年终考核和年底述职评议考核3部分组成，分别占50%、40%、10%的比重，不仅要看台上说得好不好，更要看台下做得实不实，群众评价高不高。
该市在述职评议中，创新成果展示，各述职单位精心制作基层党建工作亮点展板，组织部门汇编2018年基层党组织创新案例，在述职当天会场外进行集中展示。同时，将述职单位抓基层党建工作特色在当天的《柳州日报》《柳州党建》刊发，接受党员群众监督。
上评下议明方向
述职会上，根据“简要讲成绩、重点谈问题”的“考场纪律”，县区（开发区）、市直有关单位书记以履行第一责任人的职责情况为主线，谈亮点删繁就简，找问题不遮不掩，普遍从查找问题角度谈工作方法和成效，从回应问题角度分析产生问题原因，从解决问题角度提出今后工作思路和措施。
述职后，市委书记逐个对述职对象进行点评，开门见山点问题、点不足，切中要害指出下步努力方向。“做得好的，我们要夸；做得不好的，不能藏着掖着；藏着掖着的，我们也能找得到，指得出。”当市委副书记、柳东新区党工委书记述职完毕后，市委书记直接进行点评，“下窑村党支部书记、村委主任长期不在岗，半塘村村级组织活动场所长期没有得到落实。”
“连对市委副书记的工作点评都辣味十足，直接点到人点到事，这给我们述职的触动很大。”鹿寨县委相关负责人说。
“党组织政治功能不够强，党员干部工作作风不够扎实”“责任压实不够，党建引领不明显，对系统党建工作缺乏有力指导”……这些点评的问题既实在又尖锐，“要想台上不冒汗，就得台下多流汗。”连续多年参加“党建大考”的一些书记，这样总结“应考秘籍”。
立行立改见实效
述职不是“终点”，整改须见实效。为推动抓党建工作“以述促改”，该市明确要求，各级党委要把基层党建工作情况作为评价党委领导班子和党委书记政治上强不强、实绩好不好、作风正不正、工作称职不称职的重要标准。组织部门将述职考核结果作为领导班子和领导干部考核的重要参考，作为基层党建工作年度考核的重要依据，纳入对各地各单位综合工作考评的重要内容，将述职评议考核结果运用到多个层面，充分发挥考核结果指挥棒的作用，形成推动党建工作责任落实的长效机制。
 （本专题到此结束）"
第六版 理论评论,培育壮大国有企业家队伍,,"核心阅读
●我国国有企业领导人员，不同于其他类型的企业家，经营的是国有资产，必须切实增强党的意识，努力成为“讲政治、懂业务、善经营”的新型国有企业家
●激发企业家创新活力，推动企业创新发展，必须大力加强企业家精神的培养培育。要把创新精神、创新思维、创新意识、创新方法论作为企业领导人员教育培训的重要内容
着眼培养造就对党忠诚、勇于创新、治企有方、兴企有为、清正廉洁的国有企业家队伍，以强化忠诚意识、拓展世界眼光、提高战略思维、增强创新能力、锻造优秀品行为重点，加强企业领导人员教育培训，着力培养企业家精神，加快建立健全企业领导人员培训体系。
——摘自《2018-2022年全国干部教育培训规划》
中共中央印发《2018-2022年全国干部教育培训规划》，将企业领导人员教育培训单列一部分，突出企业特点、提出明确方向、作出专门部署，充分体现了中央对企业领导人员队伍建设的高度重视和关心关怀。国务院国资委党委历来十分重视企业领导人员教育培训工作，党的十八大以来，依托企业经营管理人才素质提升工程，累计培训各类企业领导人员7万余人次，为中央企业培养储备了一批卓越领军人才和优秀年轻干部，并示范带动企业大规模开展教育培训，有力促进了企业改革发展和党的建设。进入新时代，开启新征程。国务院国资委和各中央企业将以学习贯彻《规划》为契机，进一步把企业领导人员教育培训作为建设高素质干部队伍的先导性、基础性、战略性工程来抓，精心谋划、按需培训、科学实施、久久为功，大力弘扬企业家精神，突出抓好“四个坚持”，着力培养造就一支对党忠诚、勇于创新、治企有方、兴企有为、清正廉洁的国有企业家队伍。
坚持强化理论武装，提升党性修养，大力培养对党忠诚的国有企业家。习近平总书记在国企党建会上强调，国有企业领导人员必须做到对党忠诚，要牢记自己的第一职责是为党工作。我国国有企业领导人员，不同于其他类型的企业家，经营的是国有资产，必须切实增强党的意识，努力成为“讲政治、懂业务、善经营”的新型国有企业家。培养对党忠诚的国有企业家，必须坚持把习近平新时代中国特色社会主义思想教育培训作为首要任务、重中之重，始终聚焦聚力。要把这一重要思想作为企业党委（党组）理论学习中心组学习的主要内容，作为企业领导人员教育培训的必修课，既抓好“关键少数”，又注重全员覆盖，既全面学、系统学，又分专题、分领域学，既研读原文原著，又理论联系实际，教育引导企业领导人员全面掌握这一科学理论的基本观点、理论体系，掌握贯穿其中的马克思主义立场、观点、方法，自觉运用这一思想推动企业改革发展党建工作。与此同时，要不断加强党性教育，大力开展理想信念、党章、党的宗旨和作风教育，大力开展党史国史、党的优良传统、世情国情党情教育，引导企业领导人员坚定信念、任事担当，听党话、跟党走，把爱党、忧党、兴党、护党落实到企业经营管理各项工作中。
坚持弘扬创新精神，增强创新能力，着力培养勇于创新的国有企业家。习近平总书记在两院院士大会上强调，关键核心技术是要不来、买不来、讨不来的，要在关键领域、卡脖子的地方下大功夫，这为中央企业领导人员的教育培训工作提出了要求、划出了重点。企业是创新的主体，是推动创新创造的生力军，而创新又是企业家精神的鲜活灵魂。激发企业家创新活力，推动企业创新发展，必须大力加强企业家精神的培养培育。要把创新精神、创新思维、创新意识、创新方法论作为企业领导人员教育培训的重要内容，不断加强向国内外知名创新型企业的对标学习，教育引导企业领导人员把创新摆在推动企业高质量发展的核心位置，深入实施创新驱动发展战略，着力强化产品创新、技术创新、商业模式创新，不断培育新动能、发展新经济、壮大新产业，推动企业赢得创新发展的新优势。建设创新型国家，激发企业家创造潜能，同时要加强专业知识的教育培训。要把互联网、大数据、云计算、人工智能等新知识新技能作为企业家的必修课，引导他们多学习量子纠缠、双螺旋、后摩尔定律等前沿知识，帮助他们加快知识更新、优化知识结构、拓宽眼界视野、提升科学素养，充分发挥企业家在推动科技成果转化中的重要作用，努力推动企业成为技术创新决策、研发投入、科研组织和成果转化的主体。
坚持加强专业培训，增强能力素质，努力造就治企有方、兴企有为的国有企业家。习近平总书记多次强调，要注重培养领导干部专业能力、专业精神，全面提高其专业化水平，增强干部队伍适应新时代中国特色社会主义发展要求的能力。培养造就一支治企有方、兴企有为的国有企业家队伍，必须坚持加强以提升现代企业经营管理能力为核心的专业化能力培训。要紧紧围绕中央重大决策部署与国企国资改革重点任务，聚焦贯彻落实新发展理念、深化供给侧结构性改革、建设现代化经济体系、打赢“三大攻坚战”和推动“一带一路”建设等重大部署，以及中国特色现代国有企业制度、混合所有制改革、国有资本投资运营公司等改革重点，大力开展战略管理、科学决策、公司治理、金融风险防控、跨文化管理等内容的培训，帮助企业领导人员拓展世界眼光，提高战略思维，提升专业能力，锤炼专业作风，教育引导企业领导人员懂经营、会管理、善决策，敢于担当，真抓实干，带领企业在激烈的市场竞争中脱颖而出、不断发展壮大。
坚持强化廉洁教育，锻造优秀品行，积极培育清正廉洁的国有企业家。习近平总书记在全国组织工作会议上指出，贯彻新时代党的组织路线，建设忠诚干净担当的高素质干部队伍是关键。其中，干净是做人底线，领导干部必须牢记权力是党和人民赋予的，只能用来为党和人民做事。国有企业领导人员掌握的资源多，面临的诱惑考验不小，如果不能始终保持高度警觉、牢牢绷紧清正廉洁这根弦，就可能会在“围猎”下“中招”“落套”。培育清正廉洁的国有企业家，必须不断强化政治纪律和政治规矩教育，强化职业操守和个人品行教育，把党章党规党纪、党内政治文化、廉洁从业以及道德修养作为教育培训的必要内容，教育引导企业领导人员谨慎用权、严守底线、公私分明、诚实守信，培养良好的职业操守和个人品行，做国有资产的忠诚卫士，以身作则、以上率下，营造风清气正的企业政治生态。（作者系国务院国资委企业领导人员管理一局局长）"
第六版 理论评论,激发干部考核“乘数效应”,,"近日，中央政治局召开会议审议《党政领导干部考核工作条例》，指出要坚持干部考核正确导向，旗帜鲜明把政治标准贯穿干部考核工作始终，完善干部考核方式方法和结果运用。这为当前我们做好干部考核工作提供了基本遵循。要坚持严管和厚爱结合、激励和约束并重，持续改进干部考核工作，激发考核的“乘数效应”，提振干部干事精气神。
突出政治标准，让考核“硬杠杠”成为政德“晴雨表”。“首关不过、余关莫论。”对共产党人来说，政治品德是立身之本。要坚持把政治标准作为干部考核的首要标准，把“研究人”和“研究事”，“听其言”和“观其行”，“察其表”和“析其里”有机结合起来，在经常性、近距离、有原则地接触中了解识别干部，全方位走进干部的工作圈、多角度观察干部的生活圈、立体式分析干部的社交圈，通过日常考核、跟踪考核、专项考核等多种方式，考准考实干部在政治忠诚、政治定力、政治担当等方面的现实表现，真正让考核“硬杠杠”成为反映干部政治品德的“晴雨表”。
鲜明实干导向，让考核“指挥棒”成为实绩“度量衡”。以实干成伟业、以实绩论英雄。要坚持正确的考核导向，既看发展又看基础，既看显绩又看潜绩，从政治建设、民生改善等多个维度，看干部在执行党中央各项决策部署上是否态度坚决、是否落实有力，看干部在化解历史遗留问题上是否敢于担当、是否积极作为，看干部在全面深化改革上是否真抓实干、是否追求实效。要坚持把考核功夫下在平时、落到一线，健全考核指标体系，完善考核方式方法，不断提升干部考核的科学性、针对性、实效性。
强化结果运用，让考核“风向标”成为动力“推进器”。要把干部考核结果与选拔任用、激励约束等紧密结合起来，让考核“风向标”成为动力推进器。对那些政治上的“墙头草”“两面人”“官油子”，要坚决实行“一票否决”；对政治坚定、奋发有为、清正廉洁的干部，要给予褒奖和鼓励；对考核中发现有苗头性、倾向性问题的干部，要及时咬耳扯袖；对慢作为、不作为、乱作为的干部要严肃追责问责。
（作者单位：四川省成都市双流区委组织部）"
第六版 理论评论,以支部建设促进脱贫攻坚,,"习近平总书记指出，党的力量来自组织。党的全面领导、党的全部工作要靠党的坚强组织体系去实现。党支部是党的基层组织，是党的组织体系的基本单元，是党的全部工作和战斗力的基础。要在基础建设、党员队伍、服务功能上精准发力，全面夯实党的基层战斗堡垒，尽锐出战，为按时打赢脱贫攻坚战提供坚强有力的组织保证。
在抓好基础建设上精准发力。“治国安邦重在基层，管党治党重在基础。”要牢固树立起一切工作到支部的鲜明导向，深入开展基层党建提质攻坚行动，在抓实抓好基础建设上聚力用劲，充分发挥一个支部就是一个战斗堡垒的作用。创新优化党组织设置。探索村民组、自然村寨、专业合作社、产业链新建党支部发挥作用途径，推行“网格化”管理，打通联系服务群众“最后一公里”。结合实际创新党支部设置，破解外出党员考评难、接受组织教育难、农村中青年党员发展难“三难”问题，进一步扩大基层党的组织覆盖面。深入推进后进村党组织整顿、村级活动阵地提升、“空壳”村清零、基层基础保障、“三范村”创建、党建责任落实、基层减负等设，不断厚植基层基础。推进支部标准化建设。突出党支部政治功能，推进党支部工作标准化建设，督促指导党支部标准化开展工作，解决一些党支部弱化、虚化、边缘化问题，全面提升党支部组织力。严肃政治生活增强实效。注重把思想政治工作落实到支部，采取党建述职、民主生活会、民主评议党员等方式，开展经常、严肃、认真的政治生活。从严规范“三会一课”制度，运用现代信息工具，开展“创意”组织生活，通过遍访贫困户、义务劳动、警示教育等灵活多样的方式，丰富完善“主题党日”内容，切实增强组织生活实效，使党员干部不断锤炼党性、纯洁党风。
在建强党员队伍上精准发力。党员队伍素质高，党的力量就会强。提升党员队伍整体素质是加强党支部建设的关键和根本。要通过从本乡镇外出成功人士中回请一批，从机关事业单位退休人员中回聘一批，从本村在外就读的大学（中职）生中回引一批，从县、乡党政机关、事业单位干部中下派一批的方式，育好支部“领头羊”，配强村级干部队伍。精准选派精兵强将轮战驻村，抓好驻村管理制度落实，充分发挥驻村帮扶的有效作用。要深入推行党员责任区管理和党员积分管理，建立管理档案，对不合格党员妥善处置，对成绩显著的表彰奖励，促进先锋模范作用充分发挥。同时，运用现代信息技术加强流动党员管理，重视在生产、工作一线的外出务工青年中发展党员，壮大党员队伍。提升整体队伍素质。通过走出去与请进来相结合，采取专题培训、集中轮训等形式，抓好党的十九大精神和习近平新时代中国特色社会主义思想等专题学习培训，全面提升党员干部“八大本领”。推动传统学习方式与现代教育技术融合，增强学习教育的吸引力和感染力，不断提高党员干部能力素质。
在服务脱贫攻坚上精准发力。基层党组织组织能力强不强，抓重大任务落实是试金石，也是磨刀石。要用脱贫成效检验党支部的建设水平，以党支部建设促进脱贫攻坚进程。压实脱贫责任。推行基层党建工作清单管理制度，做到目标任务项目化、工作落实精准化、岗位责任具体化，提升基层组织抓党建促脱贫攻坚的工作质量。明确乡村和联系部门目标任务，按照同奖同罚方式捆绑考核，促使联系点和联系部门同心同向，形成脱贫攻坚合力。集聚脱贫力量。创新实施人才扶贫工程，通过科技人才联乡帮村到一线、事业单位人员领创示范到一线、农业专家服务脱贫到一线、专家团队问诊产业到一线，全力推动人才向贫困地区和基层一线流动，为脱贫攻坚和乡村振兴提供智力支撑。帮助支持村级组织发展壮大村级集体经济，在全面消除空壳村的基础上，进一步增强村党支部的造血功能。创新脱贫载体。发挥基层党支部的核心引领作用，破解脱贫攻坚中内生动力、产业发展、乡村治理等方面存在的难题，把党建优势转化为扶贫优势发展优势。围绕基层建设管理，培养基层群众的主人翁意识，组织发动党员群众参与扫黑除恶专项斗争等，创造安定和谐的发展环境。
（作者系贵州省毕节市委常委、组织部长）"
第六版 理论评论,多在干事上“厚积”,,"潜伏很久的鸟，会飞得很高；花朵盛开得早，也会凋谢得快。干事创业也是如此，只有经过沉淀积累、久经考验，才能由小到大，由弱到强，收获“吹尽狂沙始到金”的出彩。
厚积方能薄发，沉潜才可飞跃。现实中，一些人觊觎成功的无限“风光”，却不愿脚踏实地付出。有的怀揣“飞鸽”心态，出场不出力、出工不出活，心思游离于工作之外，“身在心不在”；有的终日急功近利、好高骛远，却从不看一看“有几把刷子”，做不出成绩就埋怨舞台太小；有的这山望着那山高，三心二意、心猿意马，刚干两三年，凳子没坐热，或干出点成绩，就想着换岗位、上台阶……凡此种种，心浮气躁，不愿踏踏实实付出、不肯埋头苦干努力，抱着急于求成的心态，往往就像随风飘摇的船没有了压舱石，不仅不会“薄发”，成不了大事，而且影响党的形象。
根往下扎，枝往上长，是植物生长的规律，也是干部成长成才的规律。要牢固树立“功成不必在我”但“功成必定有我”的正确政绩观，摆正心态，潜心积累、见势而发，既“仰望星空”，又脚踏实地，撇开焦虑和杂音，拒绝诱惑和浮躁，不计较一时得失、一事成败、一职高低。要善于从实践的丰厚土壤中获取养料养分、从群众身上汲取智慧力量，时时与群众共甘苦、共忧乐、共奋进。对置人民群众利益于不顾而热衷搞形式主义、官僚主义的人要及时调整处理，及时发现使用那些潜心事业、埋头苦干、不尚空谈、干出实绩的干部，用鲜明的用人导向引领干事导向。要沉下心来、处变不惊，苦心修炼、积蓄力量，发扬钉钉子精神，一步一个脚印才能实现“两个一百年”的宏伟蓝图。
（作者单位：云南省红河州委组织部）"
第六版 理论评论,锤炼组工干部的斗争精神,,"“为有牺牲多壮志，敢教日月换新天”。斗争精神是中华民族自强不息的重要品质，也是共产党人宝贵的精神财富。组工干部应保持高昂的斗争精神、练就非凡的斗争本领，恪守金色的斗争品质，成为新时代“骁勇善战、攻无不克”的“斗争达人”。
熔铸坚不可摧的斗争意志。“升官发财请往别处，怕苦怕累勿入此门”。进入组织部门，意味着责任和担当，成为组工干部，意味着奉献和付出。没有顽强意志来支撑，就难以挑起为党和人民事业选好干部、建好组织、育好人才的“大梁”。组工干部要始终坚定信仰，保持清醒头脑，站稳政治立场，以更高的站位、更大的视野、更广的胸怀认识、谋划、推动工作。只要有利于党和人民的事，就要保持“不撞南墙不回头”“不达目的不罢休”的斗争意志，在困难面前“不卑不惧”，在挫折面前“百折不挠”，在阻力面前“傲霜斗雪”。
练就能征善战的斗争本领。“工欲善其事，必先利其器”。新形势下，组织工作面临的难题和问题日益增多，要求越来越高。对于组工干部来说，既是挑战、更是机遇，只有时刻做好打硬仗的准备，练就标准更高、要求更严的“高超技艺”，才能胜任工作、战胜困难。要大力发扬“安专迷”的精神，不断进行自我充电加压，学深悟透政治理论和业务知识，多担一担急难险重的工作，多练一练能征善战的本领，多磨一磨吃苦耐劳的毅力，强健斗争体魄，不回避矛盾、不掩盖问题，以逢山开路、遇河架桥的毅力啃掉“硬骨头”、赶走“拦路虎”。
恪守刚正不阿的斗争品质。“种树者必培其根，种德者必养其心”。组工干部由于从事的工作性质特殊，在别人高看一眼的同时，也被“深看一眼”“多看一眼”，一句“听组织部说的”，在别人眼里就会是权威；一句“组织部也是这样做的”，在别人心里可能就是工作标杆、行动指南。作为组工干部，要在要求上严人一层，标准上高人三分，保持廉洁自律的行为规范，保持公道正派的职业操守，一切按政策来、按规矩办、按程序走，抛开私心杂念，看淡荣辱得失，坚持原则，刚正不阿，以纯洁的思想、干净的灵魂和金色的品质同一切不合时宜、不守规矩的行为作斗争。
（作者系山东省临沭县委常委、组织部长）"
